Recency,Frequency,Monetary,Total_Quantity,Total_Revenue,Invoice_Count,Unique_Products,Average_Order_Value
30,1,275.8,176,275.8,1,4,275.8
128,11,6251.26,3288,6251.26,11,44,568.2963636363637
46,1,1352.96,567,1352.96,1,50,1352.96
298,1,59.400000000000006,12,59.400000000000006,1,1,59.400000000000006
86,7,4009.66,3486,4009.66,7,19,572.8085714285714
7,6,1002.93,268,1002.93,6,49,167.155
260,1,139.32,164,139.32,1,6,139.32
326,1,60.959999999999994,84,60.959999999999994,1,6,60.959999999999994
18,4,1211.75,253,1211.75,4,15,302.9375
98,2,246.5,130,246.5,2,8,123.25
36,1,1174.55,695,1174.55,1,69,1174.55
1,7,1788.8,656,1788.8,7,6,255.54285714285714
59,3,1293.72,631,1293.72,3,16,431.24
10,6,7777.84,5166,7777.84,6,196,1296.3066666666666
17,2,1385.38,1171,1385.38,2,70,692.69
28,2,625.2,267,625.2,2,8,312.6
128,1,468.65,335,468.65,1,20,468.65
36,4,2233.8,3540,2233.8,4,2,558.45
32,2,1216.66,894,1216.66,2,77,608.33
220,1,289.87,109,289.87,1,12,289.87
10,3,1376.09,867,1376.09,3,48,458.69666666666666
203,3,659.48,228,659.48,3,29,219.82666666666668
31,7,3103.26,1462,3103.26,7,101,443.3228571428572
219,1,508.20000000000005,156,508.20000000000005,1,2,508.20000000000005
56,3,586.1,272,586.1,3,11,195.36666666666667
88,2,216.95,93,216.95,2,14,108.475
23,4,1203.77,1340,1203.77,4,58,300.9425
127,2,170.88,492,170.88,2,6,85.44
11,1,257.06,334,257.06,1,16,257.06
212,1,310.74,155,310.74,1,22,310.74
89,2,465.16,293,465.16,2,66,232.58
357,1,131.25,59,131.25,1,9,131.25
204,2,1234.88,702,1234.88,2,32,617.44
327,5,6798.72,2694,6798.72,5,20,1359.7440000000001
114,3,588.5,330,588.5,3,36,196.16666666666666
61,2,449.42,264,449.42,2,64,224.71
70,6,743.0,844,743.0,6,52,123.83333333333333
21,6,2854.98,1427,2854.98,6,160,475.83
15,5,1522.27,672,1522.27,5,79,304.454
217,2,223.39000000000001,97,223.39000000000001,2,12,111.69500000000001
99,1,214.44,319,214.44,1,16,214.44
36,4,1941.1200000000001,1041,1941.1200000000001,4,114,485.28000000000003
5,5,1134.85,534,1134.85,5,199,226.96999999999997
23,3,668.97,245,668.97,3,35,222.99
103,2,954.75,309,954.75,2,36,477.375
138,1,153.24,84,153.24,1,2,153.24
177,1,149.57,27,149.57,1,6,149.57
10,6,1525.5800000000002,776,1525.5800000000002,6,60,254.26333333333335
276,1,193.29000000000002,98,193.29000000000002,1,12,193.29000000000002
40,4,1269.05,572,1269.05,4,49,317.2625
32,3,1254.21,587,1254.21,3,45,418.07
110,7,1900.64,1060,1900.64,7,212,271.52000000000004
226,1,171.0,60,171.0,1,9,171.0
12,3,399.75,265,399.75,3,90,133.25
163,4,337.71000000000004,143,337.71000000000004,4,20,84.42750000000001
310,1,294.17,255,294.17,1,21,294.17
70,2,226.86,76,226.86,2,56,113.43
26,3,1256.63,807,1256.63,3,126,418.8766666666667
254,1,126.89,60,126.89,1,15,126.89
233,1,38.25,3,38.25,1,2,38.25
39,7,1656.93,2094,1656.93,7,105,236.70428571428573
38,1,208.8,144,208.8,1,6,208.8
53,2,202.83,121,202.83,2,6,101.415
96,2,429.7,230,429.7,2,1,214.85
81,1,502.45,323,502.45,1,30,502.45
5,15,5281.53,1506,5281.53,15,77,352.102
25,3,1225.93,695,1225.93,3,172,408.6433333333334
28,1,962.97,1245,962.97,1,56,962.97
74,1,335.70000000000005,134,335.70000000000005,1,19,335.70000000000005
211,1,63.419999999999995,232,63.419999999999995,1,4,63.419999999999995
16,2,837.53,414,837.53,2,67,418.765
80,1,274.8,104,274.8,1,3,274.8
231,1,150.35,55,150.35,1,19,150.35
16,4,2209.98,1174,2209.98,4,67,552.495
285,1,368.4,216,368.4,1,2,368.4
211,1,583.5600000000001,319,583.5600000000001,1,24,583.5600000000001
369,1,147.4,38,147.4,1,9,147.4
101,4,5373.5,1549,5373.5,4,162,1343.375
37,1,1993.34,1450,1993.34,1,38,1993.34
22,7,3537.6,1512,3537.6,7,41,505.37142857142857
21,6,592.56,614,592.56,6,149,98.75999999999999
176,2,1061.69,924,1061.69,2,53,530.845
9,5,3186.01,1263,3186.01,5,45,637.202
163,1,102.0,40,102.0,1,1,102.0
315,1,231.32,144,231.32,1,14,231.32
92,4,340.6,178,340.6,4,8,85.15
36,5,1285.3300000000002,656,1285.3300000000002,5,43,257.06600000000003
66,1,210.85,82,210.85,1,22,210.85
25,4,2168.27,655,2168.27,4,201,542.0675
114,3,2422.02,1913,2422.02,3,219,807.34
15,1,246.5,194,246.5,1,20,246.5
267,1,146.14,98,146.14,1,22,146.14
18,7,7395.19,2313,7395.19,7,61,1056.4557142857143
2,19,12633.18,6493,12633.18,19,340,664.9042105263158
359,1,158.65,59,158.65,1,40,158.65
40,2,399.95,205,399.95,2,64,199.975
4,5,3548.34,1613,3548.34,5,114,709.668
362,1,116.26,60,116.26,1,50,116.26
156,3,349.87,108,349.87,3,33,116.62333333333333
17,3,1058.25,795,1058.25,3,82,352.75
16,1,152.41,58,152.41,1,26,152.41
26,2,210.58,167,210.58,2,22,105.29
1,18,12992.33,5122,12992.33,18,154,721.7961111111111
15,7,2368.34,1989,2368.34,7,97,338.3342857142857
23,1,171.81,131,171.81,1,7,171.81
15,7,2268.44,1547,2268.44,7,166,324.0628571428571
19,2,344.61,116,344.61,2,34,172.305
36,8,4098.04,2671,4098.04,8,121,512.255
24,15,16847.18,15501,16847.18,15,63,1123.1453333333334
242,1,151.4,24,151.4,1,8,151.4
9,2,430.78000000000003,253,430.78000000000003,2,66,215.39000000000001
30,15,3126.36,1220,3126.36,15,119,208.424
2,2,1116.72,992,1116.72,2,133,558.36
148,1,311.37,390,311.37,1,31,311.37
12,6,2174.12,822,2174.12,6,281,362.3533333333333
361,1,162.25,63,162.25,1,8,162.25
40,2,541.47,179,541.47,2,50,270.735
45,1,259.09,242,259.09,1,16,259.09
173,6,3358.4,1016,3358.4,6,3,559.7333333333333
11,1,247.38,244,247.38,1,16,247.38
148,3,855.71,418,855.71,3,212,285.2366666666667
95,1,114.4,81,114.4,1,28,114.4
8,12,4615.72,3910,4615.72,12,125,384.6433333333334
7,1,135.32999999999998,75,135.32999999999998,1,31,135.32999999999998
242,2,1079.1000000000001,198,1079.1000000000001,2,6,539.5500000000001
12,12,5146.45,3279,5146.45,12,365,428.87083333333334
231,1,158.09,64,158.09,1,23,158.09
57,5,652.7,242,652.7,5,43,130.54000000000002
14,8,1635.42,844,1635.42,8,138,204.4275
30,6,1243.75,578,1243.75,6,95,207.29166666666666
259,1,162.4,106,162.4,1,13,162.4
1,22,7267.83,4579,7267.83,22,437,330.3559090909091
275,1,202.68,73,202.68,1,23,202.68
204,1,1109.4,526,1109.4,1,62,1109.4
33,2,153.52,72,153.52,2,10,76.76
19,4,1133.8,1067,1133.8,4,44,283.45
60,2,536.88,521,536.88,2,31,268.44
150,3,1459.02,1504,1459.02,3,111,486.34
99,2,70.74000000000001,42,70.74000000000001,2,4,35.370000000000005
28,2,227.87,153,227.87,2,9,113.935
26,5,2207.74,1068,2207.74,5,102,441.54799999999994
5,14,5105.32,2181,5105.32,14,302,364.6657142857143
22,10,3241.92,2147,3241.92,10,410,324.192
16,3,1431.78,876,1431.78,3,113,477.26
254,3,597.23,415,597.23,3,104,199.07666666666668
8,3,774.84,577,774.84,3,159,258.28000000000003
255,1,30.1,6,30.1,1,3,30.1
359,2,137.15,31,137.15,2,20,68.575
19,3,923.03,596,923.03,3,106,307.6766666666667
12,8,1375.39,955,1375.39,8,150,171.92375
2,26,4076.9700000000003,2849,4076.9700000000003,26,456,156.80653846153848
12,1,95.96,56,95.96,1,37,95.96
35,2,547.34,170,547.34,2,93,273.67
228,3,1139.1000000000001,1338,1139.1000000000001,3,30,379.70000000000005
28,3,608.4,216,608.4,3,3,202.79999999999998
313,1,579.6,96,579.6,1,4,579.6
18,5,1496.6,832,1496.6,5,75,299.32
218,3,217.9,58,217.9,3,6,72.63333333333334
123,1,357.59999999999997,144,357.59999999999997,1,4,357.59999999999997
1,5,1723.45,815,1723.45,5,65,344.69
211,1,238.8,114,238.8,1,15,238.8
63,1,307.34,244,307.34,1,22,307.34
81,1,488.32,380,488.32,1,31,488.32
64,4,1199.31,657,1199.31,4,55,299.8275
8,17,8183.56,6078,8183.56,17,161,481.3858823529412
4,8,1932.64,1212,1932.64,8,47,241.58
284,1,40.0,32,40.0,1,2,40.0
9,5,738.57,271,738.57,5,37,147.714
26,8,2310.83,723,2310.83,8,47,288.85375
179,8,1604.21,1268,1604.21,8,83,200.52625
51,1,692.3,548,692.3,1,45,692.3
19,13,1405.83,243,1405.83,13,24,108.14076923076922
246,1,433.71999999999997,700,433.71999999999997,1,27,433.71999999999997
73,4,3147.36,1632,3147.36,4,73,786.84
26,24,10974.23,6582,10974.23,24,193,457.2595833333333
74,1,317.11,137,317.11,1,13,317.11
32,3,828.5500000000001,485,828.5500000000001,3,41,276.18333333333334
45,1,389.18,334,389.18,1,29,389.18
63,8,4143.05,2417,4143.05,8,197,517.88125
29,7,2136.02,962,2136.02,7,77,305.1457142857143
12,5,1702.1399999999999,1832,1702.1399999999999,5,78,340.428
57,1,391.72,372,391.72,1,31,391.72
93,2,566.9,344,566.9,2,23,283.45
2,9,2782.02,1925,2782.02,9,86,309.11333333333334
86,4,2240.9,1518,2240.9,4,39,560.225
280,1,295.05,187,295.05,1,20,295.05
278,1,596.67,525,596.67,1,39,596.67
145,13,4335.96,2048,4335.96,13,77,333.5353846153846
19,1,311.1,128,311.1,1,19,311.1
31,1,100.35,5,100.35,1,2,100.35
73,2,719.82,276,719.82,2,27,359.91
49,4,574.23,523,574.23,4,23,143.5575
14,6,2265.2,1134,2265.2,6,20,377.5333333333333
87,2,639.76,526,639.76,2,40,319.88
8,15,11411.92,5748,11411.92,15,139,760.7946666666667
32,8,3458.35,2860,3458.35,8,168,432.29375
365,1,105.78,270,105.78,1,6,105.78
50,2,443.16,140,443.16,2,16,221.58
8,3,526.97,657,526.97,3,50,175.65666666666667
51,1,169.0,124,169.0,1,11,169.0
3,3,1354.35,293,1354.35,3,8,451.45
157,2,553.88,210,553.88,2,33,276.94
56,2,612.76,392,612.76,2,28,306.38
23,4,1068.2,449,1068.2,4,76,267.05
8,4,1399.3700000000001,449,1399.3700000000001,4,58,349.84250000000003
22,2,226.04,50,226.04,2,8,113.02
1,7,1212.13,843,1212.13,7,44,173.1614285714286
15,6,906.15,543,906.15,6,26,151.025
297,2,283.73,145,283.73,2,12,141.865
85,3,867.6,373,867.6,3,46,289.2
47,3,1764.86,1123,1764.86,3,122,588.2866666666666
108,2,632.94,469,632.94,2,62,316.47
192,1,152.15,41,152.15,1,7,152.15
361,1,45.300000000000004,10,45.300000000000004,1,3,45.300000000000004
87,5,3478.09,1823,3478.09,5,95,695.618
53,8,4501.63,2373,4501.63,8,199,562.70375
40,1,218.35,97,218.35,1,14,218.35
57,2,648.4,356,648.4,2,32,324.2
31,2,1473.24,838,1473.24,2,67,736.62
2,8,3173.9,2122,3173.9,8,128,396.7375
15,9,1563.54,576,1563.54,9,23,173.72666666666666
235,2,318.24,222,318.24,2,25,159.12
109,1,330.79,201,330.79,1,16,330.79
183,3,173.95,77,173.95,3,9,57.98333333333333
86,1,55.980000000000004,36,55.980000000000004,1,17,55.980000000000004
56,1,90.0,72,90.0,1,1,90.0
54,1,190.57,95,190.57,1,26,190.57
253,1,266.93,123,266.93,1,15,266.93
30,3,434.5,140,434.5,3,10,144.83333333333334
295,1,37.5,30,37.5,1,1,37.5
1,12,4331.41,981,4331.41,12,43,360.9508333333333
233,2,721.0600000000001,272,721.0600000000001,2,35,360.53000000000003
59,5,1170.1100000000001,371,1170.1100000000001,5,36,234.02200000000002
325,1,246.75,127,246.75,1,14,246.75
260,1,46.2,60,46.2,1,2,46.2
112,2,140.39,103,140.39,2,30,70.195
138,2,1441.04,681,1441.04,2,75,720.52
5,3,969.19,369,969.19,3,57,323.06333333333333
225,1,194.6,48,194.6,1,20,194.6
53,1,898.87,641,898.87,1,110,898.87
192,2,420.25,199,420.25,2,25,210.125
15,7,2400.05,791,2400.05,7,69,342.86428571428576
2,3,654.09,360,654.09,3,39,218.03
89,3,453.93,175,453.93,3,14,151.31
191,5,658.02,246,658.02,5,33,131.60399999999998
5,8,1913.55,1070,1913.55,8,141,239.19375
57,4,456.70000000000005,154,456.70000000000005,4,13,114.17500000000001
176,1,293.79,95,293.79,1,18,293.79
17,18,5165.9,2638,5165.9,18,283,286.9944444444444
186,1,140.49,46,140.49,1,25,140.49
81,6,3022.79,1256,3022.79,6,74,503.79833333333335
47,3,740.0,354,740.0,3,77,246.66666666666666
36,1,92.6,44,92.6,1,6,92.6
26,1,321.91,123,321.91,1,23,321.91
23,8,4212.65,2845,4212.65,8,278,526.58125
15,2,544.6,132,544.6,2,10,272.3
36,2,107.55000000000001,19,107.55000000000001,2,5,53.775000000000006
17,2,605.7,372,605.7,2,40,302.85
189,1,125.3,122,125.3,1,8,125.3
8,9,1387.95,1146,1387.95,9,53,154.21666666666667
72,2,923.85,170,923.85,2,14,461.925
57,1,327.68,206,327.68,1,19,327.68
71,2,1767.1200000000001,1208,1767.1200000000001,2,95,883.5600000000001
8,26,8560.55,6303,8560.55,26,64,329.25192307692305
94,2,208.62,70,208.62,2,11,104.31
255,1,156.87,51,156.87,1,41,156.87
11,6,1553.17,878,1553.17,6,78,258.8616666666667
85,2,465.45,211,465.45,2,16,232.725
2,12,4330.461,2806,4330.461,12,250,360.87175
96,11,1380.44,443,1380.44,11,90,125.49454545454546
8,3,1557.96,985,1557.96,3,174,519.32
129,6,2579.04,1563,2579.04,6,90,429.84
15,11,3628.87,2607,3628.87,11,181,329.8972727272727
22,4,2225.94,1266,2225.94,4,127,556.485
147,4,577.89,463,577.89,4,7,144.4725
266,2,13916.34,2,13916.34,2,1,6958.17
78,1,143.05,31,143.05,1,5,143.05
70,2,1223.1100000000001,895,1223.1100000000001,2,69,611.5550000000001
302,1,370.63,335,370.63,1,25,370.63
92,2,516.0,164,516.0,2,15,258.0
112,31,14687.06,3971,14687.06,31,416,473.77612903225804
7,21,32451.6,19432,32451.6,21,11,1545.3142857142857
248,1,321.45,67,321.45,1,18,321.45
240,3,1006.54,512,1006.54,3,26,335.5133333333333
54,1,280.88,110,280.88,1,16,280.88
45,1,138.84,99,138.84,1,37,138.84
54,5,1017.5400000000001,378,1017.5400000000001,5,69,203.508
267,1,45.599999999999994,192,45.599999999999994,1,2,45.599999999999994
32,3,715.5,221,715.5,3,15,238.5
67,1,307.95000000000005,101,307.95000000000005,1,17,307.95000000000005
99,2,124.08000000000001,20,124.08000000000001,2,8,62.040000000000006
66,1,1399.36,980,1399.36,1,18,1399.36
103,2,848.33,381,848.33,2,33,424.165
15,11,3640.96,2867,3640.96,11,78,330.99636363636364
53,2,3582.62,2617,3582.62,2,166,1791.31
144,1,221.83,115,221.83,1,14,221.83
67,5,1610.71,2061,1610.71,5,90,322.142
165,3,1995.65,1239,1995.65,3,73,665.2166666666667
35,2,933.84,606,933.84,2,57,466.92
14,5,1433.96,1132,1433.96,5,9,286.79200000000003
372,2,777.0,288,777.0,2,15,388.5
66,7,1369.8600000000001,830,1369.8600000000001,7,74,195.69428571428574
10,9,2463.02,873,2463.02,9,107,273.6688888888889
217,2,613.6800000000001,408,613.6800000000001,2,4,306.84000000000003
128,3,1535.37,915,1535.37,3,73,511.78999999999996
54,1,537.2,386,537.2,1,54,537.2
89,5,530.18,243,530.18,5,97,106.03599999999999
81,3,1513.84,740,1513.84,3,42,504.6133333333333
21,13,4660.75,2838,4660.75,13,176,358.5192307692308
44,2,913.62,1102,913.62,2,40,456.81
5,18,14482.03,5775,14482.03,18,314,804.5572222222222
95,2,758.6700000000001,399,758.6700000000001,2,22,379.33500000000004
22,4,1607.06,792,1607.06,4,48,401.765
1,2,1557.38,805,1557.38,2,120,778.69
71,7,3400.33,2528,3400.33,7,57,485.76142857142855
29,2,689.11,457,689.11,2,23,344.555
178,2,144.15,54,144.15,2,11,72.075
56,3,2766.4,1596,2766.4,3,133,922.1333333333333
224,1,340.5,284,340.5,1,11,340.5
67,6,2029.3400000000001,1571,2029.3400000000001,6,110,338.22333333333336
129,4,954.59,575,954.59,4,25,238.6475
8,3,3882.17,1774,3882.17,3,155,1294.0566666666666
89,2,890.94,478,890.94,2,24,445.47
204,1,943.97,861,943.97,1,51,943.97
8,16,1957.98,942,1957.98,16,73,122.37375
11,1,1108.82,367,1108.82,1,74,1108.82
373,1,80.4,24,80.4,1,5,80.4
12,3,1539.24,854,1539.24,3,105,513.08
121,1,385.03000000000003,216,385.03000000000003,1,28,385.03000000000003
3,16,40519.92,46296,40519.92,16,11,2532.495
22,5,1518.35,1449,1518.35,5,41,303.66999999999996
29,2,548.8000000000001,296,548.8000000000001,2,24,274.40000000000003
172,3,714.51,202,714.51,3,36,238.17
21,1,107.01,79,107.01,1,27,107.01
64,3,433.3,194,433.3,3,22,144.43333333333334
257,1,137.99,45,137.99,1,34,137.99
12,4,771.87,1036,771.87,4,197,192.9675
162,1,109.73,67,109.73,1,8,109.73
162,1,96.55,12,96.55,1,11,96.55
12,9,2609.16,765,2609.16,9,83,289.90666666666664
112,1,340.48,242,340.48,1,15,340.48
1,26,17703.63,9359,17703.63,26,182,680.9088461538462
66,1,273.48,276,273.48,1,10,273.48
3,9,2508.77,1751,2508.77,9,203,278.7522222222222
68,1,438.46,174,438.46,1,22,438.46
4,10,1498.8,894,1498.8,10,169,149.88
92,4,1222.28,1309,1222.28,4,191,305.57
9,10,2033.64,1059,2033.64,10,351,203.364
253,3,286.26,143,286.26,3,56,95.42
17,1,244.44,294,244.44,1,3,244.44
49,2,1346.29,773,1346.29,2,86,673.145
5,17,5224.81,3061,5224.81,17,371,307.3417647058824
219,1,94.53,57,94.53,1,4,94.53
262,1,171.47,98,171.47,1,18,171.47
32,3,506.02000000000004,171,506.02000000000004,3,61,168.67333333333335
73,1,33.099999999999994,5,33.099999999999994,1,5,33.099999999999994
14,2,413.0,280,413.0,2,70,206.5
135,4,313.91999999999996,1152,313.91999999999996,4,3,78.47999999999999
23,14,6878.88,2568,6878.88,14,168,491.34857142857146
282,1,108.52,74,108.52,1,18,108.52
45,2,1449.14,886,1449.14,2,11,724.57
197,2,330.77,243,330.77,2,47,165.385
40,4,1137.8,639,1137.8,4,171,284.45
5,1,329.03,202,329.03,1,95,329.03
4,6,979.62,538,979.62,6,45,163.27
68,2,244.60000000000002,152,244.60000000000002,2,14,122.30000000000001
19,12,1572.47,511,1572.47,12,68,131.03916666666666
52,3,871.78,520,871.78,3,47,290.5933333333333
42,3,1027.15,605,1027.15,3,27,342.3833333333334
36,2,260.85,63,260.85,2,24,130.425
5,7,1279.6,735,1279.6,7,237,182.79999999999998
30,5,535.65,119,535.65,5,10,107.13
305,1,128.2,46,128.2,1,38,128.2
117,1,305.28000000000003,288,305.28000000000003,1,1,305.28000000000003
5,1,151.44,111,151.44,1,32,151.44
3,22,4129.26,1820,4129.26,22,277,187.6936363636364
4,1,56.25,39,56.25,1,4,56.25
49,3,549.29,440,549.29,3,68,183.09666666666666
87,4,335.99,316,335.99,4,49,83.9975
16,1,145.01,124,145.01,1,18,145.01
14,5,3813.08,1516,3813.08,5,20,762.616
179,1,114.69,82,114.69,1,22,114.69
10,3,962.5,205,962.5,3,41,320.8333333333333
126,2,758.62,173,758.62,2,37,379.31
36,7,1432.29,1145,1432.29,7,244,204.61285714285714
259,8,1700.24,810,1700.24,8,162,212.53
72,7,810.08,574,810.08,7,66,115.72571428571429
170,1,6.300000000000001,3,6.300000000000001,1,1,6.300000000000001
14,2,205.99,149,205.99,2,13,102.995
37,1,364.45,414,364.45,1,105,364.45
2,7,1874.83,931,1874.83,7,139,267.8328571428571
242,4,407.07,206,407.07,4,115,101.7675
267,1,248.65,87,248.65,1,21,248.65
4,1,214.07999999999998,175,214.07999999999998,1,38,214.07999999999998
60,5,401.64,139,401.64,5,42,80.328
32,3,452.23,173,452.23,3,52,150.74333333333334
9,1,369.5,138,369.5,1,11,369.5
8,1,127.08,122,127.08,1,21,127.08
367,1,102.82,103,102.82,1,14,102.82
178,1,134.44,155,134.44,1,7,134.44
283,1,106.54,66,106.54,1,13,106.54
292,1,293.53,164,293.53,1,11,293.53
280,1,594.0,120,594.0,1,1,594.0
64,1,239.9,118,239.9,1,14,239.9
53,2,2190.66,2166,2190.66,2,29,1095.33
15,2,282.79,211,282.79,2,16,141.395
92,4,330.23,209,330.23,4,19,82.5575
10,1,2945.38,1532,2945.38,1,41,2945.38
273,1,405.0,60,405.0,1,6,405.0
285,2,271.28999999999996,183,271.28999999999996,2,12,135.64499999999998
29,3,1839.14,809,1839.14,3,25,613.0466666666667
1,4,646.27,345,646.27,4,24,161.5675
138,3,2304.18,1614,2304.18,3,25,768.06
60,1,553.85,285,553.85,1,35,553.85
11,6,5376.2,2635,5376.2,6,182,896.0333333333333
17,1,304.95,107,304.95,1,18,304.95
5,11,1990.8,950,1990.8,11,61,180.98181818181817
225,1,190.75,119,190.75,1,20,190.75
8,9,4242.1,2078,4242.1,9,115,471.3444444444445
187,2,617.6,278,617.6,2,18,308.8
56,2,492.36,242,492.36,2,88,246.18
39,3,357.77,121,357.77,3,45,119.25666666666666
318,3,542.89,269,542.89,3,58,180.96333333333334
10,4,410.95,258,410.95,4,24,102.7375
15,1,451.28999999999996,154,451.28999999999996,1,42,451.28999999999996
85,1,289.48,228,289.48,1,43,289.48
299,1,269.21000000000004,93,269.21000000000004,1,20,269.21000000000004
3,10,2119.26,953,2119.26,10,144,211.92600000000002
86,1,426.53,275,426.53,1,27,426.53
15,10,2568.32,978,2568.32,10,270,256.832
24,1,404.55,247,404.55,1,70,404.55
61,2,460.95,99,460.95,2,15,230.475
234,1,703.22,382,703.22,1,13,703.22
21,6,1702.98,534,1702.98,6,3,283.83
92,5,1769.33,468,1769.33,5,104,353.866
2,3,680.62,195,680.62,3,8,226.87333333333333
46,4,1266.77,778,1266.77,4,203,316.6925
68,2,2180.64,1556,2180.64,2,72,1090.32
238,1,329.21999999999997,450,329.21999999999997,1,22,329.21999999999997
126,4,4144.82,3262,4144.82,4,65,1036.205
37,13,5954.29,2961,5954.29,13,106,458.02230769230766
241,1,324.51,131,324.51,1,45,324.51
1,6,2458.9,1540,2458.9,6,111,409.81666666666666
4,21,5735.09,3971,5735.09,21,290,273.0995238095238
72,5,1572.8600000000001,1664,1572.8600000000001,5,34,314.572
17,1,186.3,100,186.3,1,11,186.3
4,2,216.70000000000002,152,216.70000000000002,2,47,108.35000000000001
187,2,582.11,296,582.11,2,93,291.055
11,2,368.31,169,368.31,2,81,184.155
130,5,1205.64,643,1205.64,5,86,241.12800000000001
170,1,150.55,41,150.55,1,6,150.55
32,2,854.61,497,854.61,2,51,427.305
47,2,761.41,289,761.41,2,69,380.705
50,1,694.54,352,694.54,1,108,694.54
2,2,617.07,358,617.07,2,68,308.535
29,11,5193.92,3318,5193.92,11,502,472.17454545454547
371,1,20.4,24,20.4,1,1,20.4
17,1,583.39,337,583.39,1,29,583.39
261,1,169.21,70,169.21,1,42,169.21
17,5,2878.46,1025,2878.46,5,89,575.692
110,5,2146.39,1076,2146.39,5,63,429.27799999999996
11,6,1786.78,989,1786.78,6,170,297.7966666666667
23,1,231.42,121,231.42,1,67,231.42
19,3,1359.25,1243,1359.25,3,206,453.0833333333333
18,12,4860.35,2914,4860.35,12,58,405.0291666666667
12,8,1302.46,717,1302.46,8,69,162.8075
2,14,2486.0,1413,2486.0,14,142,177.57142857142858
37,2,1563.3,961,1563.3,2,138,781.65
7,39,20009.84,10344,20009.84,39,30,513.0728205128205
44,2,453.45,204,453.45,2,127,226.725
2,4,980.91,417,980.91,4,87,245.2275
53,4,1333.7,533,1333.7,4,81,333.425
32,2,289.23,313,289.23,2,26,144.615
17,18,13542.92,5226,13542.92,18,156,752.3844444444444
31,2,487.03,276,487.03,2,117,243.515
47,2,232.96,107,232.96,2,21,116.48
93,9,1113.74,952,1113.74,9,11,123.74888888888889
231,1,82.2,18,82.2,1,5,82.2
8,47,41184.3,16278,41184.3,47,26,876.2617021276596
92,6,1965.72,1467,1965.72,6,130,327.62
5,8,1985.63,723,1985.63,8,173,248.20375
30,3,473.62,343,473.62,3,28,157.87333333333333
196,1,217.73,33,217.73,1,21,217.73
60,2,1797.92,653,1797.92,2,79,898.96
180,2,654.32,338,654.32,2,32,327.16
59,2,456.4,409,456.4,2,27,228.2
66,4,1103.3500000000001,501,1103.3500000000001,4,50,275.83750000000003
15,3,1067.85,687,1067.85,3,50,355.95
15,4,1082.6,508,1082.6,4,29,270.65
71,1,340.84000000000003,170,340.84000000000003,1,19,340.84000000000003
52,4,2094.23,1211,2094.23,4,59,523.5575
198,1,235.78,248,235.78,1,22,235.78
318,1,107.14,1,107.14,1,1,107.14
9,4,818.7900000000001,425,818.7900000000001,4,30,204.69750000000002
11,3,777.34,369,777.34,3,175,259.11333333333334
19,2,162.8,110,162.8,2,9,81.4
317,1,188.44,80,188.44,1,12,188.44
49,4,2122.89,1274,2122.89,4,101,530.7225
54,3,1327.98,411,1327.98,3,49,442.66
155,3,1591.73,828,1591.73,3,91,530.5766666666667
42,1,62.7,18,62.7,1,2,62.7
3,7,1718.66,841,1718.66,7,145,245.52285714285716
36,3,541.95,243,541.95,3,22,180.65
67,1,89.65,19,89.65,1,3,89.65
15,4,1709.83,1235,1709.83,4,100,427.4575
361,1,109.31,55,109.31,1,17,109.31
1,8,1992.13,1207,1992.13,8,214,249.01625
198,3,3269.11,1236,3269.11,3,60,1089.7033333333334
229,1,115.73,48,115.73,1,34,115.73
53,1,457.7,138,457.7,1,25,457.7
163,3,750.5600000000001,517,750.5600000000001,3,47,250.1866666666667
64,3,3595.77,1440,3595.77,3,399,1198.59
26,1,252.5,38,252.5,1,23,252.5
138,2,736.9300000000001,271,736.9300000000001,2,41,368.46500000000003
261,1,2300.4,840,2300.4,1,8,2300.4
305,1,283.79,184,283.79,1,38,283.79
21,2,385.4,170,385.4,2,20,192.7
2,4,1637.14,757,1637.14,4,144,409.285
306,1,106.75,39,106.75,1,16,106.75
18,2,1033.8,606,1033.8,2,38,516.9
16,7,1359.52,746,1359.52,7,168,194.21714285714285
3,6,1743.6,1015,1743.6,6,59,290.59999999999997
25,5,1739.92,664,1739.92,5,6,347.98400000000004
211,2,1437.43,373,1437.43,2,3,718.715
22,2,263.49,119,263.49,2,42,131.745
260,1,180.56,58,180.56,1,18,180.56
140,3,770.08,560,770.08,3,28,256.6933333333333
11,7,2617.33,1373,2617.33,7,74,373.9042857142857
92,1,447.05,265,447.05,1,30,447.05
52,3,1264.3500000000001,545,1264.3500000000001,3,49,421.45000000000005
9,8,2435.67,1529,2435.67,8,70,304.45875
53,4,841.3,526,841.3,4,21,210.325
98,1,582.64,438,582.64,1,37,582.64
70,3,1938.46,1087,1938.46,3,94,646.1533333333333
25,16,4762.07,2081,4762.07,16,92,297.629375
54,8,2476.25,925,2476.25,8,162,309.53125
74,4,2049.23,1795,2049.23,4,80,512.3075
70,3,1393.42,858,1393.42,3,79,464.47333333333336
334,1,327.59999999999997,480,327.59999999999997,1,13,327.59999999999997
158,1,460.64,160,460.64,1,84,460.64
64,1,549.33,233,549.33,1,72,549.33
33,4,892.92,595,892.92,4,99,223.23
38,2,422.19,191,422.19,2,46,211.095
288,1,4376.25,2851,4376.25,1,41,4376.25
30,6,1297.45,571,1297.45,6,31,216.24166666666667
58,2,1658.3700000000001,1283,1658.3700000000001,2,60,829.1850000000001
