StockCode,Description,Total_Quantity,Total_Revenue,Total_Orders,Average_Daily_Demand,Maximum_Daily_Demand,Safety_Stock,Reorder_Level,Inventory_Status
35840,FLAT GLASS  BAUBLE WHITE FLOCK ,45,107.13,11,4.090909090909091,12,126.0,28.636363636363637,Healthy
35909A,RABBIT EASTER DECORATION,12,35.400000000000006,2,6.0,6,63.0,42.0,Restock Soon
35909B,PINK FLOWERS RABBIT EASTER,8,23.6,4,2.0,3,31.5,14.0,Restock Soon
35910A,MULTICOLOUR EASTER RABBIT ,33,64.35,9,3.6666666666666665,6,63.0,25.666666666666664,Healthy
35910B,PINK FLOWERS RABBIT EASTER,16,35.72,5,3.2,6,63.0,22.400000000000002,Restock Soon
35911A,MULTICOLOUR RABBIT EGG WARMER,69,174.62,26,2.6538461538461537,6,63.0,18.576923076923077,Healthy
35911B,PINK/FLOWER RABBIT EGG WARMER ,40,84.0,9,4.444444444444445,12,126.0,31.111111111111114,Healthy
35912B,WHITE/PINK CHICK DECORATION,36,54.32,10,3.6,12,126.0,25.2,Healthy
35913B,WHITE/PINK CHICK EASTER DECORATION,64,56.91,11,5.818181818181818,12,126.0,40.72727272727273,Healthy
35914,PINK CHICK EGG WARMER + EGG CUP,50,126.19,17,2.9411764705882355,12,126.0,20.58823529411765,Healthy
35915A,CREAM KNITTED HEN,288,365.76,1,288.0,288,3024.0,2016.0,Restock Soon
35915B,BLUE KNITTED HEN ,343,456.51,17,20.176470588235293,288,3024.0,141.23529411764704,Healthy
35915C,PEACH KNITTED HEN ,347,476.86,22,15.772727272727273,288,3024.0,110.4090909090909,Healthy
35916A,YELLOW FELT HANGING HEART W FLOWER,48,54.60999999999999,17,2.823529411764706,12,126.0,19.764705882352942,Healthy
35916B,BLUE FELT HANGING HEART W FLOWER,42,44.65,15,2.8,12,126.0,19.599999999999998,Healthy
35916C,PINK FELT HANGING HEART W FLOWER,53,63.15,24,2.2083333333333335,12,126.0,15.458333333333334,Healthy
35918B,BLUE FLORIBUNDA EGG WARMER,10,12.5,5,2.0,3,31.5,14.0,Restock Soon
35920,FOUR RABBIT EASTER DECORATIONS,998,191.5,9,110.88888888888889,960,10080.0,776.2222222222222,Healthy
35921,EASTER BUNNY HANGING GARLAND,115,197.09,26,4.423076923076923,12,126.0,30.961538461538463,Healthy
35922,EASTER BUNNY WREATH,69,437.39,26,2.6538461538461537,20,210.0,18.576923076923077,Healthy
35923,CANDY HEART HANGING DECORATION,227,333.25,50,4.54,24,252.0,31.78,Healthy
35924,HANGING FAIRY CAKE DECORATION,1348,2577.7200000000003,119,11.327731092436975,120,1260.0,79.29411764705883,Healthy
35930,PINK HEART CHRISTMAS DECORATION,1,0.38,1,1.0,1,10.5,7.0,Restock Soon
35931,PINK STAR CHRISTMAS DECORATION,156,78.11999999999999,15,10.4,48,504.0,72.8,Healthy
35932,PINK CHRISTMAS TREE DECORATION,37,15.629999999999999,10,3.7,12,126.0,25.900000000000002,Healthy
35933,PINK STOCKING CHRISTMAS DECORATION,93,39.17,9,10.333333333333334,48,504.0,72.33333333333334,Healthy
35936,CERISE+GOLD CHRISTMAS TREE DEC,36,13.68,9,4.0,9,94.5,28.0,Healthy
35937,CERISE+GOLD CHRISTMAS STOCKING DEC,188,71.44,17,11.058823529411764,36,378.0,77.41176470588235,Healthy
35945,GOLD CHRISTMAS STOCKING DECORATION,1,1.95,1,1.0,1,10.5,7.0,Restock Soon
35950,FOLKART HEART CHRISTMAS DECORATIONS,1,1.25,1,1.0,1,10.5,7.0,Restock Soon
35951,FOLKART BAUBLE CHRISTMAS DECORATION,1352,717.99,46,29.391304347826086,96,1008.0,205.7391304347826,Healthy
35953,FOLKART STAR CHRISTMAS DECORATIONS,336,434.8,27,12.444444444444445,24,252.0,87.11111111111111,Healthy
35954,SMALL FOLKART STAR CHRISTMAS DEC,1080,581.07,66,16.363636363636363,96,1008.0,114.54545454545455,Healthy
35955,SMALL FOLKART CHRISTMAS TREE DEC,135,34.62,4,33.75,129,1354.5,236.25,Restock Soon
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,3087,1025.93,120,25.725,192,2016.0,180.07500000000002,Healthy
35958,FOLKART ZINC STAR CHRISTMAS DEC,1131,984.63,82,13.792682926829269,216,2268.0,96.54878048780488,Healthy
35961,FOLKART ZINC HEART CHRISTMAS DEC,8535,7002.82,409,20.919117647058822,864,9072.0,146.43382352941177,Healthy
35962,12 ASS ZINC CHRISTMAS DECORATIONS,487,1148.0500000000002,76,6.407894736842105,48,504.0,44.85526315789474,Healthy
35962,SET/12 ZINC CHRISTMAS DECORATIONS,94,203.73000000000002,16,5.875,12,126.0,41.125,Healthy
35963,FOLKART ZINC CLIP ON ANGEL WINGS,101,38.379999999999995,11,9.181818181818182,31,325.5,64.27272727272727,Healthy
35964,FOLKART CLIP ON STARS,406,289.0,34,11.941176470588236,96,1008.0,83.58823529411765,Healthy
35965,FOLKART HEART NAPKIN RINGS,277,919.1300000000001,112,2.4732142857142856,24,252.0,17.3125,Healthy
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,228,101.08,24,9.5,48,504.0,66.5,Healthy
35967,FOLK ART METAL STAR T-LIGHT HOLDER,481,255.26,50,9.62,48,504.0,67.33999999999999,Healthy
35968,FOLK ART METAL HEART T-LIGHT HOLDER,622,290.36,58,10.724137931034482,60,630.0,75.06896551724138,Healthy
35969,FOLKART CROWN TABLE DECORATIONS,523,542.47,76,6.881578947368421,48,504.0,48.171052631578945,Healthy
35970,ZINC FOLKART SLEIGH BELLS,3350,5665.1,238,14.135021097046414,288,3024.0,98.94514767932489,Healthy
35971,ROSE FOLKART HEART DECORATIONS,1535,1393.09,134,11.455223880597014,288,3024.0,80.1865671641791,Healthy
35972,DAISY FOLKART HEART DECORATION,344,491.38,71,4.845070422535211,24,252.0,33.91549295774648,Healthy
35973,GERANIUM FOLKART HEART DECORATION,49,61.25,13,3.769230769230769,12,126.0,26.384615384615383,Healthy
35974,S/6 CHRISTMAS TREE PLACE SETTING,1,3.75,1,1.0,1,10.5,7.0,Restock Soon
35976B,WHITE SCANDINAVIAN HEART CHRISTMAS,1,1.25,1,1.0,1,10.5,7.0,Restock Soon
35979,SIX STRING SCANDINAVIAN HEART DECS,94,311.03000000000003,27,3.4814814814814814,12,126.0,24.37037037037037,Healthy
35980B,RED TOP SCANDINAVIAN HEART ,4,1.52,2,2.0,2,21.0,14.0,Restock Soon
35980C,REDWHITE STRIPE SCANDINAVIAN HEART ,377,147.64,29,13.0,48,504.0,91.0,Healthy
35981C,WHITE SNOW SCANDINAVIAN STOCKING ,589,297.62,67,8.791044776119403,60,630.0,61.537313432835816,Healthy
35991,SET/6 BLACK SNOWFLAKE T-LIGHTS ,402,232.08,54,7.444444444444445,48,504.0,52.111111111111114,Healthy
35995,SET/6 BLACK GLITTER REINDEER CANDLE,5,3.7800000000000002,5,1.0,1,10.5,7.0,Restock Soon
35999,S/6 SCANDINAVIAN HEART T-LIGHT,1,2.55,1,1.0,1,10.5,7.0,Restock Soon
37112,YELLOW BIRDS FELT DES FOODCOVER,10,37.5,5,2.0,3,31.5,14.0,Restock Soon
37326,FAIRY DESIGN MUGS,2,4.609999999999999,2,1.0,1,10.5,7.0,Restock Soon
37327,ASSTD MULTICOLOUR CIRCLES MUG,167,221.75,8,20.875,48,504.0,146.125,Healthy
37330,BIG POLKADOT MUG,74,134.42,6,12.333333333333334,48,504.0,86.33333333333334,Restock Soon
37330,SPOTS MUG,437,790.6999999999999,21,20.80952380952381,48,504.0,145.66666666666669,Healthy
37333,"RETRO ""TEA FOR ONE"" ",126,694.01,43,2.9302325581395348,48,504.0,20.51162790697674,Healthy
37340,MULTICOLOUR SPRING FLOWER MUG,11130,2231.2200000000003,75,148.4,4992,52416.0,1038.8,Healthy
37342,POLKADOT COFFEE CUP & SAUCER PINK,19,88.61,8,2.375,4,42.0,16.625,Healthy
37342,SPOTTY COFFEE CUP & SAUCER,40,153.78,14,2.857142857142857,8,84.0,20.0,Healthy
37343,POLKADOT MUG PINK ,134,213.12,20,6.7,48,504.0,46.9,Healthy
37343,SPOTS DESIGN MUG W PINK INSIDE,917,1445.78,74,12.391891891891891,144,1512.0,86.74324324324324,Healthy
37345,ASSTD HEARTS DESIGN MUGS,321,561.05,9,35.666666666666664,280,2940.0,249.66666666666666,Healthy
37348,SET OF 4 PASTEL STACKING MUGS,14,35.7,7,2.0,5,52.5,14.0,Healthy
37351,ORANGE FLOWER MUG ,5394,603.4499999999999,9,599.3333333333334,5364,56322.0,4195.333333333334,Healthy
37352,BIRD IN TREE MUG ,4643,504.55,8,580.375,4608,48384.0,4062.625,Healthy
37370,RETRO COFFEE MUGS ASSORTED,4911,7710.05,376,13.131016042780749,288,3024.0,91.91711229946524,Healthy
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,35,151.7,15,2.3333333333333335,6,63.0,16.333333333333336,Healthy
37379B,BLUE CHERRY BLOSSOM CUP & SAUCER,1122,181.5,3,374.0,1110,11655.0,2618.0,Restock Soon
37399,"ASS RETROSPOOF MUGS,SPORTS",143,75.0,6,23.833333333333332,77,808.5,166.83333333333331,Restock Soon
37408,ASSORTED DESIGN GEISHA GIRL MUGS,5,6.25,1,5.0,5,52.5,35.0,Restock Soon
37409,ASSORTED DESIGN FLOWER MUGS,7,5.949999999999999,3,2.3333333333333335,5,52.5,16.333333333333336,Restock Soon
37410,BLACK AND WHITE PAISLEY FLOWER MUG,25707,3288.65,33,779.0,19152,201096.0,5453.0,Healthy
37422,WHITE WITH BLACK CATS BOWL,434,292.08,73,5.945205479452055,228,2394.0,41.61643835616438,Healthy
37423,WHITE WITH BLACK CATS PLATE,6090,810.6999999999999,67,90.8955223880597,2952,30996.0,636.2686567164179,Healthy
37424,WHITE WITH BLACK CATS MUG,5249,1134.68,108,48.601851851851855,2112,22176.0,340.212962962963,Healthy
37432,MUG PINK AND PURPLE ARABIC DESIGN,6,3.9,1,6.0,6,63.0,42.0,Restock Soon
37438,FUNKY FLOWER COFFEE POT,1,3.75,1,1.0,1,10.5,7.0,Restock Soon
37441,ASSORTED WHITE EMBOSSED CHINA MUGS,700,1639.8,54,12.962962962962964,180,1890.0,90.74074074074075,Healthy
37444A,YELLOW BREAKFAST CUP AND SAUCER,2661,520.71,29,91.75862068965517,1308,13734.0,642.3103448275863,Healthy
37444B,BLUE BREAKFAST CUP AND SAUCER ,2008,403.7,26,77.23076923076923,984,10332.0,540.6153846153845,Healthy
37444C,PINK BREAKFAST CUP AND SAUCER ,1636,646.22,48,34.083333333333336,768,8064.0,238.58333333333334,Healthy
37446,MINI CAKE STAND WITH HANGING CAKES,2446,3507.14,237,10.364406779661017,160,1680.0,72.55084745762713,Healthy
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,2110,3306.25,256,8.2421875,48,504.0,57.6953125,Overstock
37448,CERAMIC CAKE DESIGN SPOTTED MUG,3168,4724.88,347,9.15606936416185,96,1008.0,64.09248554913295,Overstock
37449,CERAMIC CAKE STAND + HANGING CAKES,1852,17555.32,336,5.544910179640719,144,1512.0,38.814371257485035,Healthy
37450,CERAMIC CAKE BOWL + HANGING CAKES,1753,4988.25,263,6.665399239543726,36,378.0,46.657794676806084,Overstock
37451,CERAMIC CAKE TEAPOT WITH CHERRY,1,4.95,1,1.0,1,10.5,7.0,Restock Soon
37461,FUNKY MONKEY MUG,742,778.64,95,7.810526315789474,96,1008.0,54.67368421052632,Healthy
37462B,"PET MUG, BUDGIE",170,87.28,32,5.3125,48,504.0,37.1875,Healthy
37462E,"PET MUG, GOLDFISH",74,36.54,18,4.111111111111111,24,252.0,28.777777777777775,Healthy
37464,ROBOT MUG IN DISPLAY BOX,314,428.68,81,3.876543209876543,36,378.0,27.1358024691358,Healthy
37467,PIG MUG IN TWO COLOUR DESIGNS,116,206.66,49,2.36734693877551,12,126.0,16.57142857142857,Healthy
37468,HARDMAN MUG 3 ASSORTED,1,7.78,1,1.0,1,10.5,7.0,Restock Soon
37471,MULTICOLOUR DOTS PLATE,692,99.02,6,115.33333333333333,684,7182.0,807.3333333333333,Restock Soon
37471,MULTICOLOUR POLKADOT PLATE,684,68.4,1,684.0,684,7182.0,4788.0,Restock Soon
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,63,651.05,44,1.4318181818181819,6,63.0,10.022727272727273,Healthy
37475,SET/4 COLOURFUL MIXING BOWLS,46,498.58,29,1.5862068965517242,6,63.0,11.10344827586207,Healthy
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,175,1667.6200000000001,54,3.240740740740741,23,241.5,22.685185185185187,Healthy
37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",11,41.25,8,1.375,4,42.0,9.625,Healthy
37477C,"FLOWER FAIRY MUG+COASTER,ROSE",6,22.5,1,6.0,6,63.0,42.0,Restock Soon
37479B,CUBIC MUG FLOCK BLUE ON BROWN,1125,1025.41,13,86.53846153846153,480,5040.0,605.7692307692307,Healthy
37479P,CUBIC MUG FLOCK PINK ON BROWN,9,22.950000000000003,3,3.0,6,63.0,21.0,Restock Soon
37481,CUBIC MUG TEATIME CAKES,6,15.3,1,6.0,6,63.0,42.0,Restock Soon
37482B,CUBIC MUG BLUE POLKA DOT,1251,1127.9099999999999,9,139.0,504,5292.0,973.0,Healthy
37482P,CUBIC MUG PINK POLKA DOT,118,416.71000000000004,27,4.37037037037037,12,126.0,30.59259259259259,Healthy
37482P,CUBIC MUG PINK POLKADOT,56,142.8,10,5.6,12,126.0,39.199999999999996,Healthy
37482b,CUBIC MUG BLUE POLKA DOT,1,17.35,1,1.0,1,10.5,7.0,Restock Soon
37482p,CUBIC MUG PINK POLKA DOT,2,34.7,2,1.0,1,10.5,7.0,Restock Soon
37483,ENGLISH ROSE MUG IN GIFT BOX,143,232.89,10,14.3,122,1281.0,100.10000000000001,Healthy
37484,ENGLISH ROSE TEA FOR ONE GIFT BOX,1,6.75,1,1.0,1,10.5,7.0,Restock Soon
37485,ENGLISH ROSE TEA SET IN GIFT BOX,49,207.69,15,3.2666666666666666,24,252.0,22.866666666666667,Healthy
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,3,8.850000000000001,2,1.5,2,21.0,10.5,Restock Soon
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,14,34.08,10,1.4,2,21.0,9.799999999999999,Healthy
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,8,15.6,6,1.3333333333333333,2,21.0,9.333333333333332,Restock Soon
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,5,14.36,5,1.0,1,10.5,7.0,Restock Soon
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,7,13.65,5,1.4,2,21.0,9.799999999999999,Restock Soon
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,13,31.849999999999998,10,1.3,2,21.0,9.1,Healthy
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,10,23.48,7,1.4285714285714286,2,21.0,10.0,Healthy
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,50,154.32000000000002,9,5.555555555555555,40,420.0,38.888888888888886,Healthy
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,22,53.4,11,2.0,8,84.0,14.0,Healthy
37492A,YELLOW RED FLOWER PIGGY BANK,108,216.07,11,9.818181818181818,48,504.0,68.72727272727273,Healthy
37492B,BLUE YELLOW FLOWER PIGGY BANK,489,946.72,44,11.113636363636363,144,1512.0,77.79545454545455,Healthy
37492C,GREEN BLUE FLOWER PIGGY BANK,242,477.29999999999995,24,10.083333333333334,96,1008.0,70.58333333333334,Healthy
37492D,PURPLE GREEN FLOWER PIGGY BANK,361,682.99,26,13.884615384615385,144,1512.0,97.1923076923077,Healthy
37494A,FAIRY CAKE CERAMIC BUTTER DISH,237,793.44,51,4.647058823529412,36,378.0,32.529411764705884,Healthy
37494a,FAIRY CAKE CERAMIC BUTTER DISH,4,24.16,3,1.3333333333333333,2,21.0,9.333333333333332,Restock Soon
37495,FAIRY CAKE BIRTHDAY CANDLE SET,1140,4185.36,243,4.691358024691358,36,378.0,32.839506172839506,Overstock
37500,TEA TIME TEAPOT IN GIFT BOX,507,4509.04,154,3.292207792207792,120,1260.0,23.045454545454547,Healthy
37501,TEA TIME TEA SET IN GIFT BOX,354,2550.98,131,2.7022900763358777,24,252.0,18.916030534351144,Healthy
37502,TEA TIME MUG IN GIFT BOX,868,2599.7900000000004,171,5.076023391812866,96,1008.0,35.53216374269006,Healthy
37503,TEA TIME CAKE STAND IN GIFT BOX,2465,25428.33,522,4.740384615384615,120,1260.0,33.18269230769231,Healthy
37506,NEW ENGLAND MILK JUG W GIFT BOX,32,190.4,26,1.2307692307692308,3,31.5,8.615384615384617,Healthy
37508,NEW ENGLAND CERAMIC CAKE SERVER,89,229.57,46,1.934782608695652,6,63.0,13.543478260869565,Healthy
37509,NEW ENGLAND MUG W GIFT BOX,28,71.39999999999999,14,2.0,4,42.0,14.0,Healthy
40001, WHITE BAMBOO RIBS LAMPSHADE,233,182.14,13,17.923076923076923,144,1512.0,125.46153846153847,Healthy
40001,WHITE BAMBOO RIBS LAMPSHADE,1438,1063.51,56,25.678571428571427,160,1680.0,179.75,Healthy
40002,WHITE BAMBOO RIBS LAMPSHADE,78,66.3,1,78.0,78,819.0,546.0,Restock Soon
40003,WHITE BAMBOO RIBS LAMPSHADE,996,1079.04,46,21.652173913043477,144,1512.0,151.56521739130434,Healthy
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,22,18.7,10,2.2,4,42.0,15.400000000000002,Healthy
40016,CHINESE DRAGON PAPER LANTERNS,10126,3462.7599999999998,153,66.18300653594771,600,6300.0,463.281045751634,Healthy
40018E,TEA TIME PAPER LANTERNS,384,837.02,81,4.7407407407407405,80,840.0,33.18518518518518,Healthy
40018F,CHERRY DESIGN PAPERLANTERNS,1092,2100.33,117,9.413793103448276,320,3360.0,65.89655172413794,Healthy
40046A,RED DAISY PAPER LAMPSHADE,305,409.57,56,5.446428571428571,48,504.0,38.125,Healthy
40046C,PINK BUTTERFLY PAPER LAMPSHADE,3,3.75,3,1.0,1,10.5,7.0,Restock Soon
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,25,10.5,9,2.7777777777777777,6,63.0,19.444444444444443,Healthy
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,44,18.48,12,3.6666666666666665,6,63.0,25.666666666666664,Healthy
44091A,BLUE CRUSOE CHECK LAMPSHADE,9,3.7800000000000002,3,3.0,6,63.0,21.0,Restock Soon
44091C,MULTICOLOUR CRUSOE CHECK LAMPSHADE,61,30.66,17,3.588235294117647,24,252.0,25.11764705882353,Healthy
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,1,0.85,1,1.0,1,10.5,7.0,Restock Soon
44092C,PURPLE/COPPER HANGING LAMPSHADE,3,2.55,2,1.5,2,21.0,10.5,Restock Soon
44217M,MULTICOLOUR FEATHERS CURTAIN,72,236.40000000000003,3,24.0,48,504.0,168.0,Restock Soon
44228,CANNABIS LEAF BEAD CURTAIN,12,10.2,1,12.0,12,126.0,84.0,Restock Soon
44230,SQUARE MIRROR CURTAIN,347,3381.62,53,6.547169811320755,66,693.0,45.83018867924528,Healthy
44234,ASSORTED CIRCULAR MOBILE,527,109.99000000000001,25,21.08,216,2268.0,147.56,Healthy
44235,ASS COL CIRCLE MOBILE ,283,105.89999999999999,10,28.3,216,2268.0,198.1,Healthy
44236,PINK/PURPLE CIRCLE CURTAIN,12,55.800000000000004,6,2.0,4,42.0,14.0,Restock Soon
44241C,BLUE BUTTERFLY ON SPRING,70,59.5,8,8.75,48,504.0,61.25,Healthy
44242A,LILAC FEATHERS CURTAIN,2,2.5,1,2.0,2,21.0,14.0,Restock Soon
44242B,PINK FEATHERS CURTAIN,57,71.25,6,9.5,40,420.0,66.5,Restock Soon
44265,M/COLOUR POM-POM CURTAIN,6,25.5,3,2.0,3,31.5,14.0,Restock Soon
45008C,DECORATIVE NET CANOPY CREAM,83,792.0699999999999,34,2.4411764705882355,20,210.0,17.08823529411765,Healthy
45013,FOLDING SHOE TIDY,45,123.15,6,7.5,24,252.0,52.5,Restock Soon
45014,FOLDING SHIRT TIDY,1,4.65,1,1.0,1,10.5,7.0,Restock Soon
45016,DECORATIVE NET CANOPY LEOPARD,101,423.73,25,4.04,20,210.0,28.28,Healthy
46000M,POLYESTER FILLER PAD 45x45cm,1516,2349.8,220,6.890909090909091,40,420.0,48.236363636363635,Overstock
46000P,POLYESTER FILLER PAD 65CMx65CM,197,837.25,44,4.4772727272727275,14,147.0,31.340909090909093,Healthy
46000R,POLYESTER FILLER PAD 45x30cm,146,211.7,26,5.615384615384615,24,252.0,39.30769230769231,Healthy
46000S,POLYESTER FILLER PAD 40x40cm,1930,2798.5,198,9.747474747474747,60,630.0,68.23232323232324,Overstock
46000U,POLYESTER FILLER PAD 30CMx30CM,144,180.0,25,5.76,20,210.0,40.32,Healthy
46037A,PINK CANVAS DES CUSHION COVER ,6,7.5,2,3.0,4,42.0,21.0,Restock Soon
46115B,GREEN POP ART MAO CUSHION COVER ,280,53.2,21,13.333333333333334,48,504.0,93.33333333333334,Healthy
46118,FUNKY MONKEY CUSHION COVER,142,204.88,27,5.2592592592592595,24,252.0,36.81481481481482,Healthy
46126A,ELVIS WALLHANGING / CURTAIN,265,350.15,40,6.625,80,840.0,46.375,Healthy
46137D,GREEN CHENILLE SHAGGY RUG,45,132.75,4,11.25,30,315.0,78.75,Restock Soon
46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,28,113.14,13,2.1538461538461537,4,42.0,15.076923076923077,Healthy
46138D,GREEN CHENILLE SHAGGY C/COVER,1,1.95,1,1.0,1,10.5,7.0,Restock Soon
46307,ROSES BLUE BASE CUSHION COVER ,51,246.03,33,1.5454545454545454,6,63.0,10.818181818181818,Healthy
46775A,BUBBLE GUM CHUNKY KNITTED THROW ,83,1044.23,32,2.6774193548387095,7,73.5,18.741935483870968,Healthy
46775B,BERRIES CHUNKY KNITTED THROW ,5,84.75,4,1.25,2,21.0,8.75,Restock Soon
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,94,1228.28,57,1.6491228070175439,5,52.5,11.543859649122806,Healthy
46775E,CANDY POP CHUNKY KNITTED THROW ,101,1282.9,51,2.02,6,63.0,14.14,Healthy
46776A,WOVEN BUBBLE GUM CUSHION COVER,253,639.7,52,4.865384615384615,120,1260.0,34.05769230769231,Healthy
46776B,WOVEN BERRIES CUSHION COVER ,271,706.4,68,3.985294117647059,120,1260.0,27.897058823529413,Healthy
46776C,WOVEN FROST CUSHION COVER,143,420.73,39,3.6666666666666665,60,630.0,25.666666666666664,Healthy
46776D,WOVEN SUNSET CUSHION COVER ,64,279.78,39,1.641025641025641,5,52.5,11.487179487179487,Healthy
46776E,WOVEN CANDY CUSHION COVER ,140,382.09,41,3.4146341463414633,60,630.0,23.902439024390244,Healthy
46776F,WOVEN ROSE GARDEN CUSHION COVER ,277,792.61,68,4.134328358208955,120,1260.0,28.940298507462686,Healthy
47013A,WINE BOTTLE DRESSING LT.BLUE,127,36.83,21,6.0476190476190474,24,252.0,42.33333333333333,Healthy
47013C,WINE BOTTLE DRESSING DARK BLUE,95,27.549999999999997,15,6.333333333333333,12,126.0,44.33333333333333,Healthy
47016,LIGHT DECORATION BATTERY OPERATED,29,60.900000000000006,4,7.25,24,252.0,50.75,Restock Soon
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,134,240.22,45,2.977777777777778,12,126.0,20.844444444444445,Healthy
47310M,"SMALL POP BOX,FUNKY MONKEY",337,435.74,52,6.480769230769231,48,504.0,45.36538461538461,Healthy
47341A,FUSCHIA TABLE RUN FLOWER ,2,7.5,2,1.0,1,10.5,7.0,Restock Soon
47341B,BLUE TABLE RUN FLOWER,3,11.25,3,1.0,1,10.5,7.0,Restock Soon
47343A,FUSCHIA FLOWER PURSE WITH BEADS,47,70.03,11,4.2727272727272725,14,147.0,29.909090909090907,Healthy
47344B,BLUE FLOWER DES PURSE,10,12.5,4,2.5,4,42.0,17.5,Restock Soon
47347B,BLUE FLOWER T-LIGHT HOLDER,240,179.88,11,21.818181818181817,144,1512.0,152.72727272727272,Healthy
47348A,FUSCHIA VOILE POINTY SHOE DEC,7,13.649999999999999,2,3.5,6,63.0,24.5,Restock Soon
47351B,BLUE  VOILE LAMPSHADE,12,35.400000000000006,5,2.4,6,63.0,16.8,Restock Soon
47367B,PAIR PADDED HANGERS PINK CHECK,134,472.90000000000003,55,2.4363636363636365,24,252.0,17.054545454545455,Healthy
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,19,61.970000000000006,8,2.375,6,63.0,16.625,Healthy
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,20,59.00000000000001,8,2.5,6,63.0,17.5,Healthy
47420,ASSORTED COLOUR SUCTION CUP HOOK,164,31.16,19,8.631578947368421,48,504.0,60.421052631578945,Healthy
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,493,189.78,20,24.65,120,1260.0,172.54999999999998,Healthy
47422,ASSORTED MONKEY SUCTION CUP HOOK,561,212.58,22,25.5,120,1260.0,178.5,Healthy
47469,ASSORTED SHAPES PHOTO CLIP SILVER ,751,355.66999999999996,17,44.1764705882353,288,3024.0,309.2352941176471,Healthy
47471,RAINBOW PEGS PHOTO CLIP STRING,141,108.63,27,5.222222222222222,24,252.0,36.55555555555556,Healthy
47480,HANGING PHOTO CLIP ROPE LADDER,989,1580.6599999999999,66,14.984848484848484,192,2016.0,104.89393939393939,Healthy
47481,50CM METAL STRING WITH  7 CLIPS,102,95.74,22,4.636363636363637,12,126.0,32.45454545454545,Healthy
47502,POLKADOT CUTLERY 24 PCS IN TRAY,640,6855.75,79,8.10126582278481,200,2100.0,56.708860759493675,Healthy
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,119,151.39,32,3.71875,12,126.0,26.03125,Healthy
47503E,ASS FLORAL PRINT SCISSORS,6842,1186.9,25,273.68,6696,70308.0,1915.76,Healthy
47503F,ASS FLORAL PRINT TORCH,2567,729.9499999999999,11,233.36363636363637,2504,26292.0,1633.5454545454545,Healthy
47503G,ASS FLORAL PRINT TAPE MEASURE,284,367.36,35,8.114285714285714,35,367.5,56.8,Healthy
47503H,ASS FLORAL PRINT SPIRIT LEVEL ,62,141.42,25,2.48,12,126.0,17.36,Healthy
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,343,2703.25,74,4.635135135135135,24,252.0,32.445945945945944,Healthy
47503J ,SET/3 FLORAL GARDEN TOOLS IN BAG,1,16.13,1,1.0,1,10.5,7.0,Restock Soon
47503K,ASSORTED FLORAL SECATEURS,3177,1389.44,42,75.64285714285714,2880,30240.0,529.5,Healthy
47504E,ENGLISH ROSE SCISSORS,4387,931.86,48,91.39583333333333,4176,43848.0,639.7708333333333,Healthy
47504F,ENGLISH ROSE TORCH,527,196.46,14,37.642857142857146,482,5061.0,263.5,Healthy
47504G,ENGLISH ROSE TAPE MEASURE,266,366.81,57,4.666666666666667,24,252.0,32.66666666666667,Healthy
47504H,ENGLISH ROSE SPIRIT LEVEL ,53,154.54,25,2.12,12,126.0,14.84,Healthy
47504J,ENGLISH ROSE SET/3 GARDEN TOOLS,5,67.25,4,1.25,2,21.0,8.75,Restock Soon
47504K,ENGLISH ROSE GARDEN SECATEURS,653,1087.09,105,6.219047619047619,144,1512.0,43.53333333333333,Healthy
47505,MINATURE COLOURED GARDENING SET,737,3527.42,178,4.140449438202247,24,252.0,28.98314606741573,Overstock
47518F,ICON PLACEMAT POP ART ELVIS,76,39.5,6,12.666666666666666,48,504.0,88.66666666666666,Restock Soon
47518f,ICON PLACEMAT POP ART ELVIS,4,17.02,4,1.0,1,10.5,7.0,Restock Soon
